item_id,title,budget,genres,origin_country,production_companies,overview,
100,Fargo (1996),1350000,"Comedy, Crime","United Kingdom, United States of America","Summit Entertainment, The Steve Tisch Company, SKA Films, PolyGram Filmed Entertainment, Handmade Films",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,/wt2TRBmFmBn5M5MBcPTwovlREaB.jpg
101,Heavy Metal (1981),16000000,"Crime, Drama","United States of America, France","Gaumont, Les Films du Dauphin, Columbia Pictures","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg
102,"Aristocats, The (1970)",0,"Drama, Romance",Denmark,"Zentropa Entertainments, Det Danske Filminstitut","Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.",/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg
103,All Dogs Go to Heaven 2 (1996),690000000,"Crime, Drama",United States of America,"Italo/Judeo Productions, Bill/Phillips, Columbia Pictures",A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,/ekstpH614fwDX8DUln1a2Opz0N8.jpg
104,Theodore Rex (1995),1530000,"Action, Drama",Germany,X Filme Creative Pool,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",/v0giIi4bTILVhNhJajet3WWY3FA.jpg
105,Sgt. Bilko (1996),19000000,"Adventure, Comedy",United States of America,"Universal Pictures, Amblin Entertainment","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg
106,Diabolique (1996),15000000,"Science Fiction, Action",United States of America,"20th Century Fox, Lawrence Gordon Productions, Silver Pictures, Davis Entertainment, Amercent Films, American Entertainment Partners L.P.",A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg
107,Moll Flanders (1996),10000000,"Crime, Comedy",United Kingdom,SKA Films,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",/8KSDI7ijEv7QVZdIyrLw5Gnhhr8.jpg
108,Kids in the Hall: Brain Candy (1996),0,Drama,"France, Poland, Switzerland","France 3 Cinéma, CED Productions, MK2 Films, CAB Productions, Studio Filmowe Tor","The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg
109,Mystery Science Theater 3000: The Movie (1996),0,"Comedy, Drama","France, Poland, Switzerland","France 3 Cinéma, MK2 Films, CAB Productions, Studio Filmowe Tor","Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",/fdIet3NSa27gobMbaUml66oCQNT.jpg
110,Operation Dumbo Drop (1995),0,"Drama, Mystery","France, Poland, Switzerland","MK2 Films, France 3 Cinéma, CAB Productions, Studio Filmowe Tor, TSR","Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls.",/JHmsBiX1tjCKqAul1lzC20WcAW.jpg
111,"Truth About Cats & Dogs, The (1996)",25000000,"Action, Crime",United States of America,"Universal Pictures, Martin Bregman Productions","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg
112,Flipper (1996),1000000,"Comedy, Drama","Denmark, Sweden",Zentropa Entertainments,"Several lonely hearts in a semi-provincial suburb of a town in Denmark use a beginner's course in Italian as the platform to meet the romance of their lives. The film, which unspools the connections and family drama shared between the students, complies with several aesthetic principles of Dogme 95 movement.",/xBEiE8yBaWtpRG04QpSAcIfJiW1.jpg
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0,Drama,"South Korea, Germany","LJ Film, Korea Pictures, Cineclick Asia, Cinesoul, Mirae Asset Capital, Muhan Investment, Pandora Film","An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",/6SQQ5REuAz7k0FMQ9mSCT40T2LN.jpg
114,Wallace & Gromit: The Best of Aardman Animation (1996),14000000,"Romance, Comedy",United States of America,"Touchstone Pictures, Silver Screen Partners IV, Regency Enterprises, Arnon Milchan Productions","While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",/hVHUfT801LQATGd26VPzhorIYza.jpg
115,"Haunted World of Edward D. Wood Jr., The (1995)",15000000,"Comedy, Crime","United Kingdom, United States of America","PolyGram Filmed Entertainment, Working Title Films","Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",/9mprbw31MGdd66LR0AQKoDMoFRv.jpg
116,Cold Comfort Farm (1995),15000000,"Drama, Thriller","Luxembourg, United Kingdom, United States of America","BBC Film, Thema Production, Jada Productions","Chris, a former tennis player, looks for work as an instructor. He meets Tom Hewett, a wealthy young man whose sister Chloe falls in love with Chris. But Chris has his eye on Tom's fiancee Nola.",/vHjEVTD8ucuwKSFOZJeyAnTZYli.jpg
117,"Rock, The (1996)",25000000,"Crime, History",United States of America,"Paramount Pictures, The Linson Company","Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.",/jB8ROzQOr3p4ygSzyPjLhUqCOFu.jpg
118,Twister (1996),150000000,"Adventure, Comedy","United Kingdom, United States of America","Warner Bros. Pictures, Village Roadshow Pictures, The Zanuck Company, Plan B Entertainment, Theobald Film Productions","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",/iKP6wg3c6COUe8gYutoGG7qcPnO.jpg
119,Maya Lin: A Strong Clear Vision (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
120,Striptease (1996),93000000,"Adventure, Fantasy","New Zealand, United States of America","New Line Cinema, WingNut Films, The Saul Zaentz Company","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
121,Independence Day (ID4) (1996),79000000,"Adventure, Fantasy","New Zealand, United States of America","New Line Cinema, WingNut Films, The Saul Zaentz Company","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg
122,"Cable Guy, The (1996)",94000000,"Adventure, Fantasy","New Zealand, United States of America","New Line Cinema, WingNut Films, The Saul Zaentz Company","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg
123,"Frighteners, The (1996)",4000000,"Adventure, Animation","United Kingdom, United States of America","Fantasy Films, Bakshi Productions, Saul Zaentz Film Productions, United Artists",The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,/liW0mjvTyLs7UCumaHhx3PpU4VT.jpg
124,Lone Star (1996),0,Drama,Poland,Studio Filmowe Tor,"1982, Poland. A translator loses her husband and becomes a victim of her own sorrow. She looks to sex, to her son, to law, and to hypnotism when she has nothing else in this time of martial law when Solidarity was banned.",/3pdF1guvIxNgmhDkmXJHCCk0PkC.jpg
125,Phenomenon (1996),0,Documentary,Poland,Wytwórnia Filmów Dokumentalnych,"Kieslowski’s later film Dworzec (Station, 1980) portrays the atmosphere at Central Station in Warsaw after the rush hour.",/c4xG9QoCx2zXc8iP3jQVLYDHiMi.jpg
126,"Spitfire Grill, The (1996)",0,"Drama, TV Movie",Poland,"TVP, Studio Filmowe Tor","A dramatisation of the workers' protests in June 1976 in Radom, seen from the perspective of the local Secretary of the Polish United Workers' Party. [Produced in 1981, but not commercially released until 1996.]",/rJwiDSoKI3ryiLTZZ6BPUl2CrwG.jpg
127,"Godfather, The (1972)",0,Drama,Poland,Studio Filmowe Tor,Witek runs after a train. Three variations follow on how such a seemingly banal incident could influence the rest of Witek's life.,/gx84VmJllqvXF3JEqcEdsxBEcbF.jpg
128,Supercop (1992),23500000,"Adventure, Fantasy",Japan,"Studio Ghibli, Nibariki, dentsu Music And Entertainment, TNDG, Tokuma Shoten, Nippon Television Network Corporation, dentsu","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",/cMYCDADoLKLbB83g4WnJegaZimC.jpg
